1525,2000-11-04 21:04:02.0,98.79,1
1527,2000-01-04 04:39:39.0,91.58,1
1533,2000-02-21 10:33:14.0,91.2,1
1534,2000-02-20 04:30:20.0,95.1,1
1538,2000-01-19 08:45:50.0,98.76,1
1539,2000-10-14 09:30:37.0,97.36,1
1562,2000-09-15 04:29:40.0,91.79,1
1569,2000-01-14 08:17:53.0,98.72,1
1572,2000-10-28 16:49:37.0,94.79,1
1585,2000-03-15 01:55:52.0,96.92,1
1592,2000-11-30 00:30:52.0,94.5,1
1595,2000-06-04 13:55:25.0,98.87,1
1597,2000-10-18 15:26:38.0,91.83,1
1600,2000-12-01 21:50:52.0,93.25,1
1607,2000-03-12 10:40:52.0,99.38,1
1608,2000-05-19 13:02:58.0,92.95,1
1621,2000-07-01 04:50:51.0,96.61,1
1629,2000-07-22 02:25:20.0,97.97,1
1638,2000-04-12 06:53:47.0,94.35,1
1653,2000-03-18 22:08:59.0,98.09,1
1659,2000-06-24 11:30:15.0,92.68,1
1664,2000-11-19 15:50:31.0,97.85,1
1669,2000-06-27 03:20:55.0,91.29,1
1673,2000-06-15 12:45:19.0,99.26,1
1674,2000-08-05 00:02:31.0,99.44,1
1675,2000-03-09 21:00:08.0,95.98,1
1688,2000-02-21 21:30:56.0,91.93,1
1694,2000-08-15 16:39:34.0,99.13,1
1728,2000-06-19 04:23:20.0,94.31,1
1748,2000-07-19 06:08:11.0,95.31,1
1762,2000-11-16 00:44:15.0,93.49,1
1778,2000-01-15 06:04:59.0,97.39,1
1785,2000-09-14 18:35:59.0,91.7,1
1798,2000-06-21 22:46:57.0,97.42,1
1803,2000-09-25 00:40:31.0,93.23,1
1817,2000-04-19 18:32:50.0,93.26,1
1822,2000-07-27 23:02:41.0,95.57,1
1830,2000-04-20 16:45:23.0,96.9,1
1832,2000-01-16 06:33:25.0,90.01,1
1857,2000-09-19 02:09:09.0,95.14,1
1862,2000-04-28 15:33:13.0,91.92,1
1874,2000-11-15 06:02:33.0,90.61,1
1880,2000-04-03 18:03:39.0,95.02,1
1895,2000-03-21 15:47:33.0,96.49,1
1896,2000-02-29 04:36:04.0,91.55,1
1901,2000-12-28 06:42:52.0,92.62,1
1903,2000-06-27 12:55:25.0,97.5,1
1915,2000-08-23 06:09:08.0,90.57,1
1935,2000-06-08 07:11:22.0,93.21,1
1936,2000-05-08 10:28:22.0,96.24,1
1940,2000-09-16 22:32:29.0,99.13,1
1948,2000-06-16 22:54:15.0,99.98,1
1962,2000-11-13 19:26:50.0,93.5,1
1972,2000-10-20 18:39:06.0,97.97,1
1978,2000-08-23 21:32:51.0,97.93,1
1982,2000-08-06 15:55:33.0,99.81,1
1983,2000-03-11 16:34:48.0,97.35,1
2018,2000-04-28 19:54:24.0,94.55,1
2019,2000-10-01 06:01:49.0,91.97,1
2020,2000-05-05 22:25:12.0,96.53,1
2024,2000-08-18 17:46:21.0,94.84,1
2027,2000-08-25 00:21:25.0,96.87,1
2035,2000-10-09 22:12:08.0,97.01,1
2047,2000-05-26 18:17:56.0,90.03,1
2054,2000-03-01 23:57:23.0,92.14,1
2057,2000-09-29 01:14:13.0,96.02,1
2058,2000-07-25 07:45:27.0,94.53,1
2064,2000-11-05 06:17:44.0,99.74,1
2068,2000-06-27 16:20:13.0,94.63,1
2077,2000-03-18 15:25:53.0,98.32,1
2089,2000-03-26 15:44:04.0,92.42,1
2104,2000-10-25 18:55:41.0,99.27,1
2111,2000-03-26 02:35:07.0,91.32,1
2114,2000-03-24 04:06:51.0,93.63,1
2124,2000-10-09 22:34:53.0,92.33,1
2132,2000-11-27 18:44:33.0,94.04,1
2135,2000-12-16 05:43:51.0,98.31,1
2143,2000-05-21 12:03:43.0,91.64,1
2153,2000-01-04 02:38:21.0,91.25,1
2154,2000-07-15 02:25:44.0,94.83,1
2158,2000-09-16 08:56:58.0,97.71,1
2166,2000-08-19 13:21:47.0,96.17,1
2169,2000-05-01 14:40:35.0,96.7,1
2178,2000-04-12 05:12:48.0,96.94,1
2182,2000-03-15 22:46:21.0,99.09,1
2191,2000-11-01 08:49:06.0,90.2,1
2194,2000-02-07 18:25:44.0,99.2,1
2198,2000-03-19 14:00:12.0,95.9,1
2208,2000-09-01 20:18:52.0,92.92,1
2222,2000-06-21 16:28:52.0,98.48,1
2224,2000-05-02 21:34:11.0,97.21,1
2252,2000-08-27 10:38:15.0,96.34,1
2280,2000-12-21 14:02:18.0,98.19,1
2281,2000-12-26 10:42:40.0,99.12,1
2282,2000-12-28 20:10:20.0,99.61,1
2288,2000-10-11 13:01:44.0,95.45,1
2291,2000-07-14 19:23:34.0,93.89,1
2295,2000-12-22 11:10:43.0,92.2,1
2301,2000-02-08 11:45:15.0,94.42,1
2304,2000-06-22 14:10:12.0,95.45,1
2308,2000-04-29 05:36:57.0,99.24,1
2309,2000-12-24 12:49:50.0,93.38,1
2311,2000-11-18 16:06:35.0,98.91,1
2327,2000-05-19 13:09:59.0,93.67,1
2335,2000-07-24 12:35:25.0,98.34,1
2352,2000-03-28 19:04:01.0,97.3,1
2360,2000-09-13 06:26:38.0,95.16,1
2364,2000-12-18 11:30:14.0,93.19,1
2366,2000-10-20 14:16:18.0,96.56,1
2372,2000-12-05 20:40:19.0,94.16,1
2389,2000-04-27 22:59:16.0,94.42,1
2390,2000-10-01 12:25:11.0,92.72,1
2392,2000-06-15 20:53:43.0,92.66,1
2395,2000-01-11 21:05:09.0,97.82,1
2409,2000-12-26 04:19:31.0,90.93,1
2429,2000-11-30 07:12:20.0,96.01,1
2438,2000-01-08 03:04:55.0,91.1,1
2460,2000-07-22 23:07:21.0,97.11,1
2461,2000-03-06 12:24:35.0,98.37,1
2462,2000-05-18 18:41:04.0,94.96,1
2479,2000-07-07 06:24:05.0,95.97,1
2485,2000-04-30 22:03:20.0,92.01,1
2487,2000-07-19 22:10:45.0,92.92,1
2522,2000-08-13 07:37:10.0,94.8,1
2527,2000-10-16 11:00:30.0,92.21,1
2535,2000-05-19 15:52:10.0,99.98,1
2543,2000-09-12 15:22:54.0,94.9,1
2556,2000-09-10 07:25:21.0,99.82,1
2564,2000-07-30 08:03:42.0,93.58,1
2565,2000-12-10 00:12:45.0,90.45,1
2587,2000-05-19 13:11:55.0,92.88,1
2589,2000-01-04 20:37:25.0,95.07,1
2599,2000-04-15 00:42:05.0,99.51,1
2607,2000-08-17 15:46:27.0,99.63,1
2618,2000-04-24 15:55:52.0,96.23,1
2641,2000-02-19 04:51:36.0,99.53,1
2667,2000-12-22 13:35:34.0,96.71,1
2678,2000-10-25 22:29:52.0,95.42,1
2682,2000-03-27 01:28:49.0,93.27,1
2683,2000-12-15 04:49:32.0,98.48,1
2689,2000-03-22 01:51:33.0,93.01,1
2706,2000-10-29 02:53:12.0,93.91,1
2726,2000-02-24 20:26:20.0,98.87,1
2731,2000-10-26 07:25:16.0,93.2,1
2744,2000-09-13 13:13:57.0,94.34,1
2754,2000-02-19 20:55:07.0,92.1,1
2762,2000-06-22 08:10:45.0,97.43,1
2766,2000-01-17 22:54:19.0,92.26,1
2770,2000-10-17 17:04:33.0,98.82,1
2774,2000-06-07 20:14:05.0,99.18,1
2825,2000-08-25 05:17:14.0,94.05,1
2826,2000-10-01 22:42:30.0,94.43,1
2867,2000-07-06 00:27:13.0,94.46,1
2872,2000-03-23 03:16:37.0,90.3,1
2875,2000-04-28 05:09:16.0,93.0,1
2879,2000-01-25 07:29:05.0,96.11,1
2883,2000-12-11 21:04:26.0,94.8,1
2889,2000-01-07 13:44:28.0,99.17,1
2894,2000-02-27 17:15:01.0,92.66,1
2896,2000-08-07 00:18:16.0,95.33,1
2897,2000-12-18 23:40:58.0,97.48,1
2898,2000-12-21 06:14:06.0,94.15,1
2919,2000-04-14 02:39:02.0,95.5,1
2930,2000-12-28 08:01:35.0,98.75,1
2936,2000-06-17 04:49:25.0,94.31,1
2944,2000-12-24 02:41:32.0,98.79,1
2953,2000-02-11 10:43:37.0,97.89,1
2978,2000-04-25 12:41:10.0,96.27,1
2981,2000-02-19 21:19:46.0,96.68,1
2985,2000-06-26 07:26:40.0,93.9,1
3028,2000-03-27 23:30:51.0,97.34,1
3045,2000-05-27 19:19:29.0,93.08,1
3052,2000-08-28 14:00:55.0,91.98,1
3074,2000-03-02 19:27:34.0,95.57,1
3077,2000-05-20 04:35:18.0,96.96,1
3082,2000-12-16 10:52:32.0,95.06,1
3087,2000-10-22 17:56:13.0,91.98,1
3100,2000-11-22 19:06:19.0,93.25,1
3134,2000-10-22 19:01:14.0,92.64,1
3136,2000-07-11 03:00:24.0,95.38,1
3200,2000-02-11 13:23:07.0,90.09,1
3207,2000-12-21 15:35:53.0,99.35,1
3217,2000-11-11 05:24:55.0,99.55,1
3218,2000-05-21 04:55:04.0,94.74,1
3224,2000-08-10 07:24:26.0,93.42,1
3228,2000-12-16 10:52:35.0,92.89,1
3232,2000-11-27 03:06:37.0,99.5,1
3239,2000-04-11 03:06:10.0,95.1,1
3242,2000-01-05 20:04:39.0,93.16,1
3255,2000-06-17 03:03:10.0,91.37,1
3262,2000-07-07 11:56:51.0,96.94,1
3283,2000-11-19 02:03:40.0,94.37,1
3291,2000-08-26 17:05:11.0,96.57,1
3295,2000-01-05 17:17:04.0,96.36,1
3298,2000-04-07 01:02:43.0,91.09,1
3305,2000-08-05 14:31:16.0,95.76,1
3343,2000-07-07 21:58:39.0,92.27,1
3345,2000-07-04 11:09:19.0,92.49,1
3371,2000-01-20 13:12:53.0,98.8,1
3372,2000-10-11 16:28:01.0,93.51,1
3379,2000-06-11 14:00:23.0,90.95,1
3384,2000-02-24 15:03:36.0,95.11,1
3389,2000-12-05 19:31:54.0,96.76,1
3396,2000-01-02 08:15:20.0,98.22,1
3400,2000-10-12 19:55:33.0,92.97,1
3407,2000-02-15 17:17:46.0,96.81,1
3414,2000-07-07 01:51:57.0,92.61,1
3416,2000-12-23 05:35:59.0,95.29,1
3419,2000-04-14 00:40:32.0,97.28,1
3425,2000-01-03 19:52:46.0,92.85,1
3435,2000-05-23 22:41:45.0,96.94,1
3473,2000-07-15 11:51:26.0,94.01,1
3477,2000-03-01 23:43:52.0,92.45,1
3487,2000-03-16 07:39:57.0,98.97,1
3490,2000-10-14 05:31:29.0,92.74,1
3502,2000-06-05 12:37:29.0,92.56,1
3503,2000-05-04 18:15:13.0,93.18,1
3512,2000-07-08 05:51:15.0,94.71,1
3530,2000-06-17 22:40:42.0,92.56,1
3536,2000-10-03 18:10:02.0,99.9,1
3546,2000-01-21 03:43:08.0,98.55,1
3565,2000-07-11 08:12:50.0,99.9,1
3571,2000-12-26 17:28:52.0,92.37,1
3577,2000-05-22 04:21:56.0,93.82,1
3589,2000-01-27 00:32:43.0,96.73,1
3612,2000-06-07 03:24:28.0,95.64,1
3632,2000-02-10 10:32:13.0,98.08,1
3633,2000-07-27 18:17:09.0,91.69,1
3643,2000-02-21 13:50:07.0,93.01,1
3668,2000-02-23 12:51:18.0,98.71,1
3670,2000-02-06 01:19:31.0,94.19,1
3687,2000-06-21 02:05:48.0,90.66,1
3721,2000-08-23 10:08:49.0,93.2,1
3728,2000-12-03 08:33:25.0,96.2,1
3731,2000-03-27 02:53:18.0,92.0,1
3740,2000-04-22 03:47:44.0,92.1,1
3752,2000-09-25 18:14:10.0,91.41,1
3755,2000-05-30 22:24:32.0,97.67,1
3767,2000-04-07 00:45:52.0,94.33,1
3773,2000-03-28 22:06:00.0,96.59,1
3784,2000-06-10 23:40:12.0,91.8,1
3800,2000-07-14 05:02:23.0,90.14,1
3815,2000-06-01 08:23:05.0,93.74,1
3846,2000-03-30 23:12:13.0,98.01,1
3851,2000-08-14 21:33:33.0,96.46,1
3869,2000-06-01 21:24:28.0,94.72,1
3880,2000-06-10 09:33:30.0,98.48,1
3886,2000-04-25 07:51:20.0,91.44,1
3888,2000-01-07 16:44:26.0,95.66,1
3898,2000-07-25 00:31:54.0,98.45,1
3907,2000-04-09 04:27:58.0,95.61,1
3908,2000-12-18 13:27:05.0,96.06,1
3918,2000-04-28 12:49:30.0,98.61,1
3931,2000-11-25 04:43:31.0,96.98,1
3940,2000-02-27 01:39:22.0,100.0,1
3987,2000-08-14 22:15:16.0,91.81,1
4002,2000-04-15 16:24:58.0,95.96,1
4004,2000-01-21 23:02:12.0,97.89,1
4008,2000-07-29 06:30:23.0,93.98,1
4025,2000-09-13 23:01:17.0,96.85,1
4031,2000-05-11 03:38:29.0,90.17,1
4054,2000-11-19 14:36:21.0,92.34,1
4073,2000-01-18 01:23:54.0,91.17,1
4076,2000-05-04 15:24:36.0,94.44,1
4078,2000-03-10 21:49:58.0,98.57,1
4092,2000-05-10 07:38:31.0,96.86,1
4093,2000-10-08 21:19:38.0,95.51,1
4106,2000-09-01 21:11:04.0,92.71,1
4108,2000-10-19 00:23:23.0,99.83,1
4109,2000-08-03 23:38:57.0,96.33,1
4117,2000-04-03 09:24:28.0,97.52,1
4119,2000-10-04 08:29:19.0,94.76,1
4122,2000-08-11 23:33:55.0,91.33,1
4130,2000-02-01 20:54:27.0,90.85,1
4142,2000-06-14 14:49:23.0,91.26,1
4144,2000-10-02 15:58:18.0,95.9,1
4152,2000-08-30 14:12:36.0,99.03,1
4155,2000-07-31 00:36:37.0,95.73,1
4161,2000-02-11 04:37:44.0,91.56,1
4173,2000-05-25 17:38:29.0,94.14,1
4176,2000-02-28 02:10:32.0,93.43,1
4179,2000-04-08 11:27:54.0,91.1,1
4180,2000-09-29 08:34:19.0,99.73,1
4191,2000-12-30 05:24:52.0,90.94,1
4204,2000-01-19 01:30:43.0,92.12,1
4221,2000-06-08 16:28:44.0,92.81,1
4223,2000-04-21 13:42:19.0,95.31,1
4234,2000-11-02 11:27:34.0,95.37,1
4257,2000-10-27 09:04:31.0,99.49,1
4261,2000-08-25 04:51:55.0,94.65,1
4263,2000-01-11 13:55:16.0,91.77,1
4281,2000-11-08 06:34:54.0,98.68,1
4295,2000-01-31 11:21:37.0,96.46,1
4296,2000-07-28 04:45:09.0,97.13,1
4298,2000-06-13 06:18:28.0,93.27,1
4323,2000-04-21 02:15:10.0,95.19,1
4330,2000-10-15 19:49:03.0,98.08,1
4342,2000-10-05 08:54:10.0,92.13,1
4347,2000-04-14 01:19:54.0,94.24,1
4357,2000-07-22 14:39:41.0,98.75,1
4359,2000-01-03 16:53:54.0,95.59,1
4360,2000-10-03 12:27:40.0,91.98,1
4371,2000-06-04 04:09:39.0,99.06,1
4379,2000-03-08 13:55:12.0,91.09,1
4390,2000-04-09 10:50:54.0,96.34,1
4395,2000-12-25 02:03:00.0,90.89,1
4398,2000-08-11 05:26:49.0,93.72,1
4402,2000-11-16 06:48:55.0,98.66,1
4418,2000-10-28 02:54:41.0,91.91,1
4423,2000-12-25 11:39:24.0,99.13,1
4428,2000-06-03 04:10:05.0,98.27,1
4435,2000-11-27 03:08:13.0,96.38,1
4441,2000-11-16 03:23:12.0,95.1,1
4446,2000-10-13 08:22:17.0,91.56,1
4448,2000-03-19 10:15:12.0,94.0,1
4469,2000-06-25 20:18:18.0,90.12,1
4473,2000-05-28 10:13:39.0,94.66,1
4481,2000-08-12 00:55:07.0,93.33,1
4487,2000-01-04 03:24:45.0,92.8,1
4491,2000-11-12 03:13:24.0,97.28,1
4497,2000-10-14 05:38:06.0,91.48,1
4501,2000-08-17 08:22:08.0,98.13,1
4505,2000-06-17 06:56:04.0,92.43,1
4532,2000-03-23 10:36:53.0,92.17,1
4538,2000-06-13 21:35:24.0,90.18,1
4544,2000-08-26 07:09:03.0,92.02,1
4550,2000-04-29 22:10:22.0,98.52,1
4553,2000-12-28 04:19:22.0,91.15,1
4556,2000-10-23 14:35:17.0,98.17,1
4558,2000-08-21 08:17:58.0,96.44,1
4582,2000-07-15 07:42:12.0,90.13,1
4586,2000-04-05 14:12:33.0,95.25,1
4588,2000-03-16 14:00:48.0,95.2,1
4601,2000-09-04 15:08:14.0,94.38,1
4606,2000-01-31 09:20:27.0,99.07,1
4612,2000-10-26 06:42:03.0,97.06,1
4619,2000-09-03 01:41:45.0,98.61,1
4624,2000-06-07 20:45:28.0,95.12,1
4627,2000-03-17 01:35:00.0,95.46,1
4631,2000-05-10 13:57:13.0,94.68,1
4639,2000-02-19 22:01:15.0,99.56,1
4650,2000-07-30 05:34:47.0,96.45,1
4684,2000-10-19 05:22:14.0,99.38,1
4707,2000-03-12 21:59:20.0,91.55,1
4712,2000-07-31 21:47:49.0,98.43,1
4713,2000-03-03 19:18:21.0,90.68,1
4725,2000-03-04 08:44:43.0,96.77,1
4735,2000-06-28 04:24:13.0,99.43,1
4742,2000-10-23 15:51:08.0,92.18,1
4756,2000-09-12 07:55:26.0,90.02,1
4769,2000-05-18 08:01:03.0,97.83,1
4775,2000-03-18 12:25:40.0,96.14,1
4776,2000-03-03 05:20:13.0,96.75,1
4795,2000-07-19 12:14:01.0,96.49,1
4796,2000-03-05 13:58:20.0,98.94,1
4805,2000-06-25 04:49:15.0,91.69,1
4806,2000-02-19 19:56:19.0,93.15,1
4812,2000-12-26 02:05:41.0,92.76,1
4848,2000-10-27 15:23:48.0,95.7,1
4852,2000-06-06 07:26:40.0,92.73,1
4853,2000-05-05 11:21:58.0,93.65,1
4865,2000-07-09 19:03:59.0,91.82,1
4868,2000-09-29 23:13:15.0,96.8,1
4872,2000-02-09 18:55:56.0,93.96,1
4879,2000-06-02 14:35:10.0,90.38,1
4911,2000-03-31 02:33:03.0,98.17,1
4959,2000-07-29 08:32:11.0,98.29,1
4960,2000-03-08 23:08:27.0,98.16,1
4971,2000-07-22 15:46:02.0,99.55,1
4980,2000-07-11 09:43:14.0,93.66,1
4985,2000-04-03 18:09:48.0,96.44,1
5009,2000-01-10 07:56:19.0,95.18,1
5047,2000-10-10 06:36:10.0,92.77,1
5053,2000-04-11 00:29:57.0,91.08,1
5060,2000-12-24 17:32:12.0,92.5,1
5077,2000-08-21 18:01:55.0,95.91,1
5092,2000-12-11 02:19:24.0,91.37,1
5093,2000-09-24 11:02:06.0,92.2,1
5107,2000-07-13 21:31:18.0,99.87,1
5108,2000-05-23 00:44:50.0,96.28,1
5134,2000-09-09 20:38:04.0,98.48,1
5152,2000-12-18 18:25:31.0,91.56,1
5164,2000-07-06 21:41:14.0,99.5,1
5212,2000-04-13 21:05:12.0,91.06,1
5224,2000-07-18 00:26:49.0,90.45,1
5228,2000-01-20 22:36:42.0,98.42,1
5232,2000-12-09 02:54:48.0,96.19,1
5255,2000-11-22 09:09:47.0,97.68,1
5265,2000-03-30 15:28:56.0,97.49,1
5268,2000-08-30 18:34:34.0,97.68,1
5270,2000-11-27 14:07:41.0,99.63,1
5279,2000-01-07 00:16:00.0,99.01,1
5293,2000-01-10 15:17:32.0,91.53,1
5300,2000-02-03 05:44:25.0,90.52,1
5309,2000-04-23 14:59:57.0,91.34,1
5329,2000-05-28 05:27:50.0,96.5,1
5331,2000-11-17 17:17:27.0,98.5,1
5335,2000-06-21 01:10:25.0,97.84,1
5348,2000-02-01 06:46:21.0,99.99,1
5354,2000-06-05 00:36:28.0,99.31,1
5363,2000-09-21 00:58:32.0,94.99,1
5383,2000-07-23 12:08:56.0,95.15,1
5396,2000-10-15 21:02:55.0,90.61,1
5399,2000-11-04 21:12:21.0,98.29,1
5400,2000-05-17 08:41:36.0,93.23,1
5403,2000-04-02 00:32:28.0,97.79,1
5416,2000-10-05 14:43:02.0,95.66,1
5421,2000-05-10 10:21:59.0,90.09,1
5459,2000-05-15 18:04:03.0,93.33,1
5460,2000-07-20 02:59:20.0,95.48,1
5488,2000-08-16 20:47:44.0,93.91,1
5495,2000-04-27 15:18:51.0,93.06,1
5499,2000-10-30 06:50:42.0,99.45,1
5501,2000-08-24 10:50:34.0,98.54,1
5502,2000-12-25 04:19:51.0,96.35,1
5509,2000-11-26 14:12:51.0,99.77,1
5511,2000-01-03 09:40:21.0,93.99,1
5518,2000-05-22 23:33:02.0,94.33,1
5530,2000-06-03 14:32:51.0,96.26,1
5550,2000-11-04 06:48:12.0,99.23,1
5558,2000-10-16 02:14:18.0,94.16,1
5562,2000-11-23 16:10:33.0,94.74,1
5568,2000-04-23 12:19:12.0,90.2,1
5574,2000-08-15 17:12:06.0,99.05,1
5590,2000-09-22 02:12:42.0,96.21,1
5594,2000-04-19 05:20:28.0,99.01,1
5610,2000-09-02 21:44:44.0,98.85,1
5620,2000-12-20 02:30:23.0,99.65,1
5623,2000-08-28 09:11:39.0,93.09,1
5637,2000-06-12 14:42:07.0,91.72,1
5656,2000-05-28 17:51:39.0,93.05,1
5665,2000-08-26 14:35:09.0,95.06,1
5678,2000-10-16 03:40:49.0,90.87,1
5715,2000-10-16 04:12:01.0,92.52,1
5722,2000-03-16 10:08:55.0,99.74,1
5727,2000-02-25 19:34:52.0,91.7,1
5735,2000-08-25 13:44:45.0,96.11,1
5748,2000-12-15 01:34:53.0,94.11,1
5751,2000-01-06 09:05:26.0,93.9,1
5760,2000-09-22 20:36:19.0,99.91,1
5767,2000-11-06 18:44:10.0,94.36,1
5768,2000-02-29 22:20:54.0,98.95,1
5770,2000-03-05 18:48:49.0,96.06,1
5777,2000-10-17 06:50:37.0,92.1,1
5783,2000-09-15 21:02:51.0,91.23,1
5802,2000-03-16 04:02:21.0,98.02,1
5806,2000-10-13 23:40:20.0,96.01,1
5812,2000-06-29 16:28:23.0,90.27,1
5826,2000-03-05 09:59:54.0,99.61,1
5837,2000-02-17 13:14:48.0,90.86,1
5867,2000-10-25 21:33:58.0,93.48,1
5869,2000-10-06 19:31:24.0,98.08,1
5923,2000-01-10 22:37:25.0,93.75,1
5927,2000-06-11 04:43:09.0,94.06,1
5951,2000-07-03 10:12:40.0,92.24,1
5959,2000-10-20 13:33:33.0,95.2,1
5973,2000-07-04 16:54:34.0,90.26,1
5996,2000-01-29 04:29:20.0,97.12,1
6001,2000-03-31 05:40:59.0,95.45,1
6003,2000-05-15 22:53:18.0,98.19,1
6016,2000-08-08 17:42:04.0,95.8,1
6022,2000-08-31 15:46:53.0,99.02,1
6032,2000-01-22 00:09:09.0,94.6,1
6033,2000-07-22 12:37:11.0,94.96,1
6049,2000-02-09 23:17:00.0,97.18,1
6054,2000-09-21 07:06:43.0,94.21,1
6056,2000-09-16 23:01:54.0,96.43,1
6063,2000-01-12 16:08:56.0,95.61,1
6065,2000-09-23 13:53:54.0,97.99,1
6092,2000-05-25 15:09:46.0,99.99,1
6108,2000-02-18 05:59:38.0,90.44,1
6109,2000-02-15 20:59:36.0,91.48,1
6119,2000-08-20 18:59:04.0,91.67,1
6132,2000-01-19 20:33:33.0,90.42,1
6141,2000-07-30 17:57:16.0,98.64,1
6147,2000-07-05 22:26:17.0,94.64,1
6156,2000-07-02 09:29:57.0,99.72,1
6185,2000-04-14 18:49:38.0,92.89,1
6194,2000-03-20 15:32:43.0,99.84,1
6200,2000-01-26 00:16:35.0,99.73,1
6201,2000-10-12 05:34:10.0,91.48,1
6212,2000-01-25 00:12:59.0,93.51,1
6219,2000-04-24 10:38:35.0,95.83,1
6244,2000-01-12 01:16:22.0,95.22,1
6247,2000-11-29 10:03:45.0,97.1,1
6265,2000-02-11 23:12:17.0,92.66,1
6296,2000-05-17 16:12:33.0,91.66,1
6300,2000-07-02 22:53:31.0,94.69,1
6317,2000-11-09 17:53:23.0,96.53,1
6329,2000-05-11 22:33:47.0,97.27,1
6330,2000-10-11 12:30:16.0,97.89,1
6345,2000-04-19 05:36:33.0,95.83,1
6349,2000-01-14 22:56:33.0,95.45,1
6372,2000-04-13 14:53:44.0,99.97,1
6374,2000-03-28 04:48:46.0,98.61,1
6377,2000-07-16 23:40:59.0,93.12,1
6381,2000-08-14 07:15:59.0,90.87,1
6383,2000-05-31 16:27:42.0,99.7,1
6394,2000-11-12 19:01:15.0,93.9,1
6408,2000-01-10 21:53:31.0,97.85,1
6412,2000-09-24 00:07:47.0,98.94,1
6425,2000-10-20 11:00:14.0,90.52,1
6438,2000-11-29 07:27:19.0,94.42,1
6440,2000-06-08 13:10:44.0,95.56,1
6446,2000-12-13 21:58:21.0,99.84,1
6457,2000-12-03 13:16:23.0,98.71,1
6462,2000-10-04 05:50:23.0,97.22,1
6463,2000-07-31 19:00:52.0,99.76,1
6465,2000-04-21 18:33:25.0,91.57,1
6468,2000-12-14 10:57:18.0,98.91,1
6478,2000-08-08 07:26:55.0,90.15,1
6503,2000-02-14 08:42:15.0,91.87,1
6517,2000-06-07 18:02:38.0,99.76,1
6525,2000-06-28 04:21:58.0,96.57,1
6542,2000-09-05 06:18:55.0,95.28,1
6561,2000-12-05 09:38:26.0,95.83,1
6563,2000-09-04 19:02:28.0,98.22,1
6570,2000-05-29 02:14:10.0,93.3,1
6574,2000-11-18 06:11:34.0,97.94,1
6576,2000-10-12 04:47:30.0,98.98,1
6596,2000-03-08 01:08:41.0,93.53,1
6609,2000-07-16 10:54:38.0,93.88,1
6632,2000-05-13 21:03:43.0,98.11,1
6639,2000-08-24 11:14:20.0,91.77,1
6648,2000-07-04 02:25:28.0,91.02,1
6657,2000-06-18 07:12:54.0,90.14,1
6703,2000-07-14 16:05:56.0,91.77,1
6734,2000-03-15 16:23:41.0,99.74,1
6745,2000-08-08 12:38:54.0,90.35,1
6749,2000-03-22 01:50:10.0,97.97,1
6757,2000-09-20 19:02:01.0,91.45,1
